playerID,name,position,age,PER,usage%,gp,yr,draftyr
grossbo01,Bob Gross,SMALL FORWARD,24,16.9,18.0,72,1978,1976
hollili01,Lionel Hollins,POINT GUARD,23,15.6,0.0,76,1977,1976
kelleri01,Rich Kelley,CENTER,25,19.9,19.2,80,1979,1976
lambejo01,John Lambert,POWER FORWARD,28,16.3,25.75,46,1981,1976
mcelrji01,Jim McElroy,POINT GUARD,25,16.2,21.0,79,1979,1976
mcginge01,George McGinnis,POWER FORWARD,25,21.3,0.0,77,1976,1976
mcmilto01,Tom McMillen,CENTER,27,14.2,18.8,53,1980,1976
meriwjo01,Joe Meriweather,CENTER,23,14.5,0.0,74,1977,1976
robinbi01,Bill Robinzine,POWER FORWARD,26,16.4,19.8,82,1979,1976
soberri01,Ricky Sobers,SHOOTING GUARD,24,16.5,0.0,79,1977,1976
willigu01,Gus Williams,POINT GUARD,28,21.8,28.5,80,1982,1976
willobi01,Bill Willoughby,SMALL FORWARD,18,13.8,0.0,62,1976,1976
bucknqu01,Quinn Buckner,POINT GUARD,25,16.5,20.4,67,1980,1977
busedo01,Don Buse,POINT GUARD,31,14.8,13.7,82,1982,1977
carrml01,M.L. Carr,SMALL FORWARD,28,16.3,18.9,80,1979,1977
dantlad01,Adrian Dantley,SMALL FORWARD,28,24.6,28.2,79,1984,1977
davisjo01,Johnny Davis,SHOOTING GUARD,27,16.8,21.9,53,1983,1977
dietrco01,Coby Dietrick,CENTER,30,13.9,13.6,76,1979,1977
douglle01,Leon Douglas,CENTER,23,13.6,19.5,79,1978,1977
dunlemi02,Mike Dunleavy,SHOOTING GUARD,27,17.3,21.8,82,2008,1979
elmorle01,Len Elmore,CENTER,25,12.5,14.6,69,1978,1978
englial01,Alex English,SMALL FORWARD,29,24.1,28.9,82,1983,1977
ervinju01,Julius Erving,SMALL FORWARD,31,25.9,28.1,81,1982,1977
galemi01,Mike Gale,SHOOTING GUARD,26,13.9,0.0,82,1977,1977
gervige01,George Gervin,SHOOTING GUARD,25,24.7,29.5,82,1978,1977
gilmoar01,Artis Gilmore,CENTER,28,23.5,25.3,82,1978,1977
griffpa01,Paul Griffin,POWER FORWARD,27,13.8,11.7,82,1981,1977
hillar01,Armond Hill,POINT GUARD,23,11.9,0.0,81,1977,1977
isselda01,Dan Issel,CENTER,33,23.1,26.0,81,1982,1977
johnsde01,Dennis Johnson,POINT GUARD,26,17.0,24.6,79,1981,1977
jonesbo01,Bobby Jones,POWER FORWARD,25,21.1,0.0,82,1977,1977
jonesca01,Caldwell Jones,CENTER,28,13.4,15.5,78,1979,1977
kenonla01,Larry Kenon,POWER FORWARD,24,19.8,0.0,78,1977,1977
knighbi01,Billy Knight,SMALL FORWARD,24,20.1,0.0,78,1977,1977
kupchmi01,Mitch Kupchak,POWER FORWARD,24,19.4,22.3,66,1979,1977
leero01,Ron Lee,POINT GUARD,25,16.2,24.5,82,1978,1977
lloydsc01,Scott Lloyd,CENTER,24,11.2,0.0,69,1977,1977
lucasjo01,John Lucas,POINT GUARD,33,19.4,23.8,43,1987,1977
lucasma01,Maurice Lucas,POWER FORWARD,26,18.4,25.5,69,1979,1977
malonmo01,Moses Malone,CENTER,26,26.8,29.9,81,1982,1977
maysc01,Scott May,SMALL FORWARD,26,17.2,23.7,63,1981,1977
natersw01,Swen Nater,CENTER,27,19.1,0.0,72,1977,1977
olberma01,Mark Olberding,SMALL FORWARD,24,14.8,17.4,82,1981,1977
owensto01,Tom Owens,CENTER,29,19.9,21.5,82,1979,1977
parisro01,Robert Parish,CENTER,27,25.2,27.1,82,1981,1977
parkeso01,Sonny Parker,SMALL FORWARD,22,17.4,18.7,82,1978,1977
paultbi01,Billy Paultz,CENTER,29,19.8,20.0,80,1978,1977
robisda01,Dave Robisch,CENTER,30,17.2,17.6,82,1980,1977
roundda01,Dan Roundfield,POWER FORWARD,27,20.7,22.3,63,1981,1977
sheltlo01,Lonnie Shelton,POWER FORWARD,22,17.4,21.8,82,1978,1977
silasja01,James Silas,POINT GUARD,31,19.4,26.1,75,1981,1979
taylobr01,Brian Taylor,POINT GUARD,25,17.6,0.0,72,1977,1977
thompda01,David Thompson,SHOOTING GUARD,23,23.2,26.8,80,1978,1977
vanbrja01,Jan van Breda Kolff,SMALL FORWARD,25,12.0,0.0,72,1977,1977
walkewa01,Wally Walker,SMALL FORWARD,22,14.0,0.0,66,1977,1977
washiri01,Richard Washington,POWER FORWARD,21,14.2,0.0,82,1977,1977
webstma01,Marvin Webster,CENTER,25,17.0,17.2,82,1978,1977
wilkebo01,Bob Wilkerson,SMALL FORWARD,27,12.5,20.5,65,1982,1977
wrighla01,Larry Wright,POINT GUARD,23,13.7,19.3,70,1978,1977
ballagr01,Greg Ballard,SMALL FORWARD,25,18.1,21.6,82,1980,1978
bensoke01,Kent Benson,CENTER,24,17.3,19.3,82,1979,1978
birdsot01,Otis Birdsong,SHOOTING GUARD,25,20.3,26.8,71,1981,1978
bratzmi01,Mike Bratz,POINT GUARD,26,14.2,19.0,81,1982,1978
carrke01,Kenny Carr,POWER FORWARD,28,17.3,21.1,82,1984,1978
crissch01,Charlie Criss,POINT GUARD,29,14.8,21.4,77,1978,1978
davisbr01,Brad Davis,POINT GUARD,27,17.9,14.8,79,1983,1981
daviswa03,Walter Davis,SMALL FORWARD,24,23.0,29.0,79,1979,1978
dunntr01,T.R. Dunn,SHOOTING GUARD,24,12.5,15.4,82,1980,1978
edwarja01,James Edwards,CENTER,25,18.2,22.3,81,1981,1978
glennmi01,Mike Glenn,SHOOTING GUARD,24,16.6,20.9,75,1980,1978
gondrgl01,Glen Gondrezick,SMALL FORWARD,24,16.7,15.3,59,1980,1978
greenri01,Rickey Green,POINT GUARD,29,18.0,16.9,81,1984,1978
grunfer01,Ernie Grunfeld,SHOOTING GUARD,26,17.2,23.1,81,1982,1978
hassejo01,Joe Hassett,SHOOTING GUARD,25,13.8,21.549999999999997,41,1981,1978
johnsed03,Eddie Johnson,SMALL FORWARD,29,19.4,28.3,70,1989,1978
johnsla02,Larry Johnson,POWER FORWARD,26,19.8,22.9,81,1996,1992
johnsma01,Marques Johnson,SMALL FORWARD,22,23.9,25.9,77,1979,1978
jordaed01,Eddie Jordan,POINT GUARD,25,14.4,20.2,82,1980,1978
kingbe01,Bernard King,SMALL FORWARD,28,25.2,35.1,55,1985,1978
lagarto01,Tom LaGarde,CENTER,25,13.5,20.2,82,1981,1978
landsma01,Mark Landsberger,CENTER,24,16.15,18.85,77,1980,1978
maxwece01,Cedric Maxwell,SMALL FORWARD,23,19.9,18.4,80,1979,1978
nixonno01,Norm Nixon,POINT GUARD,23,18.2,18.7,82,1979,1978
poquebe01,Ben Poquette,CENTER,24,14.0,13.6,82,1980,1978
reidro01,Robert Reid,SMALL FORWARD,25,16.4,19.8,82,1981,1978
rollitr01,Tree Rollins,CENTER,24,18.9,13.7,82,1980,1978
scottal01,Alvin Scott,SMALL FORWARD,25,13.4,13.2,82,1981,1978
sikmaja01,Jack Sikma,CENTER,26,20.6,22.5,82,1982,1978
smithro01,Robert Smith,POINT GUARD,23,11.6,15.9,82,1979,1978
willira01,Ray Williams,POINT GUARD,25,21.6,27.2,82,1980,1978
brewero01,Ron Brewer,SHOOTING GUARD,26,17.75,26.45,72,1982,1979
cheekma01,Maurice Cheeks,POINT GUARD,26,18.6,16.6,79,1983,1979
coopemi01,Michael Cooper,SHOOTING GUARD,25,14.3,17.5,76,1982,1980
coopewa01,Wayne Cooper,CENTER,29,16.3,20.4,78,1986,1979
corzida01,Dave Corzine,CENTER,24,16.5,19.3,82,1981,1979
fordph01,Phil Ford,POINT GUARD,24,17.3,23.3,66,1981,1979
johnscl01,Clemon Johnson,CENTER,24,15.6,16.3,81,1981,1979
longjo01,John Long,SHOOTING GUARD,25,17.4,27.9,69,1982,1979
mckinbi01,Billy McKinney,POINT GUARD,23,15.6,20.8,78,1979,1979
mitchmi01,Mike Mitchell,SMALL FORWARD,24,19.1,24.7,82,1980,1979
pheglro01,Roger Phegley,SHOOTING GUARD,23,14.4,24.4,78,1980,1980
richami01,Micheal Ray Richardson,POINT GUARD,29,19.8,24.0,82,1985,1979
robeyri01,Rick Robey,CENTER,24,15.4,20.6,82,1980,1979
shortpu01,Purvis Short,SMALL FORWARD,22,19.1,28.0,62,1980,1979
theusre01,Reggie Theus,POINT GUARD,25,19.2,28.8,82,1983,1979
thompmy01,Mychal Thompson,CENTER,27,19.2,22.9,79,1982,1979
tylerte01,Terry Tyler,SMALL FORWARD,24,17.2,18.5,82,1981,1979
whiteje01,Jerome Whitehead,CENTER,25,16.7,17.9,72,1982,1980
willifr01,Freeman Williams,SHOOTING GUARD,24,20.2,34.6,82,1981,1979
baileja01,James Bailey,POWER FORWARD,26,15.5,23.6,73,1984,1980
birdla01,Larry Bird,SMALL FORWARD,31,27.8,30.2,76,1988,1980
bradldu01,Dudley Bradley,SHOOTING GUARD,23,13.7,16.3,82,1981,1980
cartwbi01,Bill Cartwright,CENTER,25,19.0,21.3,82,1983,1980
cookje01,Jeff Cook,POWER FORWARD,23,14.4,17.7,66,1980,1980
cummipa01,Pat Cummings,CENTER,23,15.3,22.0,71,1980,1980
evansmi01,Mike Evans,SHOOTING GUARD,29,15.6,22.3,81,1985,1980
greenda01,Dave Greenwood,POWER FORWARD,23,16.6,19.7,82,1981,1980
hendege02,Gerald Henderson,SHOOTING GUARD,25,16.4,23.5,68,2013,1980
hubbaph01,Phil Hubbard,SMALL FORWARD,28,16.0,21.7,76,1985,1980
hustoge01,Geoff Huston,POINT GUARD,24,14.0,15.9,78,1982,1980
johnsma02,Magic Johnson,POINT GUARD,27,27.0,26.3,80,1987,1980
johnsvi01,Vinnie Johnson,SHOOTING GUARD,26,17.6,20.0,82,1983,1981
jonesma01,Major Jones,POWER FORWARD,28,13.4,16.3,60,1982,1980
kelsegr01,Greg Kelser,SMALL FORWARD,22,16.1,25.7,50,1980,1980
kingre01,Reggie King,POWER FORWARD,23,16.9,18.1,81,1981,1980
leaveal01,Allen Leavell,POINT GUARD,24,16.4,19.1,79,1982,1980
mokespa01,Paul Mokeski,CENTER,24,10.3,15.7,80,1981,1981
moncrsi01,Sidney Moncrief,SHOOTING GUARD,25,22.6,24.7,76,1983,1980
nattca01,Calvin Natt,POWER FORWARD,28,21.8,24.1,78,1985,1980
richacl01,Clint Richardson,SHOOTING GUARD,30,12.8,17.5,78,1987,1980
robincl01,Cliff Robinson,POWER FORWARD,21,18.3,26.6,68,1982,1980
willisl01,Sly Williams,SMALL FORWARD,24,18.6,22.2,60,1982,1980
brookmi01,Michael Brooks,SMALL FORWARD,23,16.1,20.4,82,1982,1981
carrojo01,Joe Barry Carroll,CENTER,24,20.1,26.5,79,1983,1981
cartebu01,Butch Carter,SHOOTING GUARD,24,14.9,20.4,81,1983,1981
collido02,Don Collins,SMALL FORWARD,24,15.5,22.1,65,1983,1981
cookda01,Darwin Cook,SHOOTING GUARD,22,15.0,21.4,81,1981,1981
curetea01,Earl Cureton,CENTER,23,13.8,20.0,52,1981,1981
donalja01,James Donaldson,CENTER,24,16.0,15.5,82,1982,1981
drewla01,Larry Drew,POINT GUARD,24,18.1,23.7,75,1983,1981
gminsmi01,Mike Gminski,CENTER,26,19.0,19.9,81,1986,1981
griffda01,Darrell Griffith,SHOOTING GUARD,25,16.1,26.4,82,1984,1981
hanzlbi01,Bill Hanzlik,SMALL FORWARD,28,15.3,21.1,79,1986,1981
jonesed01,Edgar Jones,POWER FORWARD,24,17.6,23.0,60,1981,1981
laimbbi01,Bill Laimbeer,CENTER,26,19.2,18.2,82,1984,1981
lestero01,Ronnie Lester,POINT GUARD,23,13.8,17.8,75,1982,1982
macyky01,Kyle Macy,POINT GUARD,25,16.1,17.5,82,1983,1981
mahorri01,Rick Mahorn,POWER FORWARD,31,13.9,15.8,75,1990,1981
matthwe01,Wes Matthews,POINT GUARD,26,15.5,20.2,75,1986,1981
mchalke01,Kevin McHale,POWER FORWARD,29,24.0,24.1,77,1987,1981
moorejo01,Johnny Moore,POINT GUARD,26,18.3,18.7,82,1985,1981
okoremi01,Mike O'Koren,SMALL FORWARD,23,13.6,19.9,80,1982,1981
oldhaja01,Jawann Oldham,CENTER,30,12.9,14.9,54,1988,1984
orrlo01,Louis Orr,SMALL FORWARD,22,16.1,20.6,82,1981,1981
ranseke01,Kelvin Ransey,POINT GUARD,23,16.5,24.9,78,1982,1981
sichtje01,Jerry Sichting,POINT GUARD,27,13.9,15.7,80,1984,1981
smithla01,Larry Smith,POWER FORWARD,27,15.1,15.1,80,1985,1981
sparrro01,Rory Sparrow,POINT GUARD,26,14.3,15.8,79,1985,1982
toneyan01,Andrew Toney,SHOOTING GUARD,25,17.9,27.3,81,1983,1981
vandeki01,Kiki Vandeweghe,POWER FORWARD,25,23.6,27.8,78,1984,1981
wilkije01,Jeff Wilkins,CENTER,27,11.6,18.5,81,1983,1981
woodsmi01,Mike Woodson,SHOOTING GUARD,24,18.9,23.7,81,1983,1981
aguirma01,Mark Aguirre,SMALL FORWARD,24,23.5,33.4,79,1984,1982
aingeda01,Danny Ainge,POINT GUARD,29,18.05,22.65,73,1989,1982
banksge01,Gene Banks,POWER FORWARD,23,16.7,17.7,81,1983,1982
blackro01,Rolando Blackman,SHOOTING GUARD,24,19.8,23.3,81,1984,1982
chambto01,Tom Chambers,POWER FORWARD,30,20.9,28.8,81,1990,1982
davisch02,Charles Davis,SMALL FORWARD,27,13.9,22.1,57,1986,1982
edwarfr01,Franklin Edwards,POINT GUARD,23,14.2,20.1,81,1983,1982
johnsfr01,Frank Johnson,POINT GUARD,26,15.0,20.7,46,1985,1982
johnsst03,Steve Johnson,CENTER,25,18.1,22.8,79,1983,1982
kingal01,Albert King,SMALL FORWARD,25,17.7,26.8,42,1985,1982
lampje01,Jeff Lamp,SMALL FORWARD,26,13.3,19.6,74,1986,1982
listeal01,Alton Lister,CENTER,27,16.4,18.9,81,1986,1982
lloydle01,Lewis Lloyd,SHOOTING GUARD,26,17.7,22.6,82,1986,1983
mcdowha01,Hank McDowell,POWER FORWARD,23,10.0,14.8,56,1983,1983
mcgeemi01,Mike McGee,SMALL FORWARD,25,17.3,26.4,76,1985,1984
mckenke01,Kevin McKenna,SHOOTING GUARD,28,12.1,17.8,56,1987,1984
nancela01,Larry Nance,POWER FORWARD,27,22.2,22.6,69,1987,1982
nimphku01,Kurt Nimphius,CENTER,25,13.0,12.6,82,1984,1982
rambiku01,Kurt Rambis,POWER FORWARD,30,16.1,16.2,75,1989,1982
rulanje01,Jeff Ruland,CENTER,25,19.6,23.0,75,1984,1982
schayda01,Danny Schayes,POWER FORWARD,28,18.4,18.7,81,1988,1982
thomais01,Isiah Thomas,POINT GUARD,23,22.2,24.0,81,1985,1982
tripuke01,Kelly Tripucka,SMALL FORWARD,23,19.8,26.5,58,1983,1982
turneel01,Elston Turner,SMALL FORWARD,25,10.9,12.3,81,1985,1982
valenda01,Darnell Valentine,POINT GUARD,23,17.3,21.4,47,1983,1982
verhope01,Pete Verhoeven,POWER FORWARD,24,12.0,16.3,43,1984,1982
vinceja01,Jay Vincent,POWER FORWARD,22,18.7,28.6,81,1982,1982
vraneda01,Danny Vranes,SMALL FORWARD,23,11.2,15.2,77,1982,1982
willibu01,Buck Williams,POWER FORWARD,22,18.6,18.4,82,1983,1982
willihe01,Herb Williams,CENTER,27,17.9,24.6,78,1986,1982
woodal01,Al Wood,SHOOTING GUARD,25,14.9,22.1,81,1984,1982
woolror01,Orlando Woolridge,SMALL FORWARD,26,19.6,26.5,70,1986,1982
anderri01,Richard Anderson,POWER FORWARD,27,16.799999999999997,18.75,74,1988,1983
baglejo01,John Bagley,POINT GUARD,24,16.0,16.3,81,1985,1983
connele01,Lester Conner,POINT GUARD,29,17.2,15.8,82,1989,1983
cummite01,Terry Cummings,POWER FORWARD,21,22.8,26.0,70,1983,1983
dailequ01,Quintin Dailey,SHOOTING GUARD,27,16.8,32.2,67,1988,1983
eatonma01,Mark Eaton,CENTER,28,13.6,14.1,82,1985,1983
floydsl01,Sleepy Floyd,POINT GUARD,26,20.2,20.3,82,1987,1983
hastisc01,Scott Hastings,POWER FORWARD,27,10.8,11.3,55,1988,1984
higgiro01,Rod Higgins,SMALL FORWARD,28,16.3,18.1,68,1988,1983
hodgecr01,Craig Hodges,SHOOTING GUARD,25,13.9,16.0,66,1986,1983
iavarma01,Marc Iavaroni,POWER FORWARD,29,8.95,14.55,68,1986,1983
leverfa01,Fat Lever,POINT GUARD,26,20.8,21.1,82,1987,1983
levincl01,Cliff Levingston,POWER FORWARD,27,15.5,15.1,82,1988,1983
mcnamma01,Mark McNamara,CENTER,25,14.0,18.65,45,1985,1984
nealyed01,Ed Nealy,POWER FORWARD,31,12.9,12.2,52,1992,1983
nevitch01,Chuck Nevitt,CENTER,27,10.3,14.3,41,1987,1987
piercri01,Ricky Pierce,SHOOTING GUARD,30,21.9,31.3,59,1990,1984
presspa01,Paul Pressey,SMALL FORWARD,27,18.6,18.6,80,1986,1983
russewa01,Walker Russell,POINT GUARD,26,9.5,19.7,48,1987,1983
sandemi01,Mike Sanders,SMALL FORWARD,25,16.0,22.6,82,1986,1984
smithde02,Derek Smith,SHOOTING GUARD,23,19.1,25.4,80,1985,1984
teaglte01,Terry Teagle,SMALL FORWARD,28,16.7,25.9,66,1989,1983
thompla01,LaSalle Thompson,CENTER,22,16.9,19.0,80,1984,1983
tucketr01,Trent Tucker,SHOOTING GUARD,27,15.4,20.1,70,1987,1983
wilkido01,Dominique Wilkins,SMALL FORWARD,30,24.6,30.4,80,1990,1983
worthja01,James Worthy,SMALL FORWARD,24,20.4,22.6,75,1986,1983
baileth01,Thurl Bailey,SMALL FORWARD,26,16.3,24.2,82,1988,1984
breuera01,Randy Breuer,CENTER,27,15.3,19.0,81,1988,1984
drexlcl01,Clyde Drexler,SHOOTING GUARD,25,24.1,28.0,81,1988,1984
ehlocr01,Craig Ehlo,SHOOTING GUARD,32,15.0,18.1,82,1994,1985
ellisda01,Dale Ellis,SHOOTING GUARD,28,19.7,26.6,82,1989,1984
greensi02,Sidney Green,POWER FORWARD,25,14.2,21.9,80,1986,1984
hansebo01,Bob Hansen,SHOOTING GUARD,27,12.9,17.5,81,1988,1984
harpede01,Derek Harper,POINT GUARD,25,20.0,19.6,77,1987,1984
hinsoro01,Roy Hinson,SMALL FORWARD,24,17.4,22.8,82,1986,1984
jonesch02,Charles Jones,CENTER,23,14.4,18.7,78,1985,1985
kitegr01,Greg Kite,CENTER,30,7.7,8.6,72,1992,1985
malonje01,Jeff Malone,SHOOTING GUARD,28,18.5,29.4,75,1990,1984
mannipa01,Pace Mannion,SMALL FORWARD,25,10.8,17.5,57,1986,1984
mccraro01,Rodney McCray,SMALL FORWARD,28,16.7,18.3,82,1990,1984
paxsojo01,John Paxson,POINT GUARD,30,14.0,14.4,82,1991,1984
riverdo01,Doc Rivers,POINT GUARD,26,20.4,21.6,80,1988,1984
roberfr01,Fred Roberts,CENTER,32,15.5,16.4,79,1993,1984
sampsra01,Ralph Sampson,CENTER,23,20.1,27.1,82,1984,1984
scottby01,Byron Scott,SHOOTING GUARD,26,19.2,22.6,81,1988,1984
sundvjo01,Jon Sundvold,POINT GUARD,25,14.5,20.1,76,1987,1984
threase01,Sedale Threatt,POINT GUARD,28,17.4,21.0,65,1990,1984
walkeda01,Darrell Walker,POINT GUARD,22,15.9,26.1,82,1984,1984
westma01,Mark West,CENTER,29,15.7,13.5,82,1990,1985
whatlen01,Ennis Whatley,POINT GUARD,24,14.0,16.0,73,1987,1984
wiggimi01,Mitchell Wiggins,SHOOTING GUARD,30,16.3,22.9,66,1990,1984
wittmra01,Randy Wittman,SHOOTING GUARD,26,13.0,15.6,81,1986,1984
anderro01,Ron Anderson,SMALL FORWARD,29,16.2,22.0,74,1988,1986
barklch01,Charles Barkley,SMALL FORWARD,27,28.9,29.1,67,1991,1985
bowiesa01,Sam Bowie,CENTER,30,16.4,22.5,71,1992,1985
brickfr01,Frank Brickowski,CENTER,33,17.0,23.9,66,1993,1985
brownto01,Tony Brown,SMALL FORWARD,31,11.2,20.049999999999997,57,1992,1985
cagemi01,Michael Cage,POWER FORWARD,25,17.1,17.1,80,1987,1985
campbto01,Tony Campbell,SHOOTING GUARD,27,17.1,29.0,82,1990,1985
carran01,Antoine Carr,POWER FORWARD,29,18.3,27.2,77,1991,1985
coltest01,Steve Colter,POINT GUARD,27,15.9,15.8,73,1990,1985
flemive01,Vern Fleming,POINT GUARD,25,17.5,17.7,80,1988,1985
grayst01,Stuart Gray,CENTER,22,10.5,16.7,67,1986,1985
holtomi01,Michael Holton,POINT GUARD,27,12.3,16.6,67,1989,1985
humphja01,Jay Humphries,POINT GUARD,28,17.4,19.1,80,1991,1985
jordami01,Michael Jordan,SHOOTING GUARD,24,31.7,34.1,82,1988,1985
kerseje01,Jerome Kersey,SMALL FORWARD,23,18.5,22.2,79,1986,1985
mccorti01,Tim McCormick,CENTER,22,14.7,18.8,78,1985,1985
olajuha01,Hakeem Olajuwon,CENTER,30,27.3,28.8,82,1993,1985
perkisa01,Sam Perkins,POWER FORWARD,30,17.6,19.7,63,1992,1985
peterji01,Jim Petersen,POWER FORWARD,24,12.7,17.0,82,1987,1985
roberal01,Alvin Robertson,SHOOTING GUARD,23,19.5,20.9,82,1986,1985
stockjo01,John Stockton,POINT GUARD,27,23.9,20.6,78,1990,1985
thorpot01,Otis Thorpe,POWER FORWARD,25,18.7,22.6,82,1988,1985
turneje01,Jeff Turner,POWER FORWARD,30,11.4,15.5,75,1993,1985
wilkied01,Eddie Lee Wilkins,CENTER,28,10.5,22.5,68,1991,1985
willike02,Kevin Willis,POWER FORWARD,29,19.7,22.0,81,1992,1985
woodle01,Leon Wood,POINT GUARD,25,20.05,18.7,52,1988,1986
youngda01,Danny Young,POINT GUARD,23,13.7,12.9,82,1986,1986
adamsmi01,Michael Adams,POINT GUARD,28,22.3,28.5,66,1991,1987
battljo01,John Battle,SHOOTING GUARD,28,16.4,24.7,79,1991,1986
benjabe01,Benoit Benjamin,CENTER,24,17.4,20.3,79,1989,1986
bolma01,Manute Bol,CENTER,23,11.2,7.6,80,1986,1986
catlete01,Terry Catledge,POWER FORWARD,28,15.2,20.7,78,1992,1986
corbity01,Tyrone Corbin,SMALL FORWARD,28,16.6,22.7,82,1991,1987
dumarjo01,Joe Dumars,SHOOTING GUARD,27,18.0,24.0,80,1991,1986
ewingpa01,Patrick Ewing,CENTER,27,25.8,29.4,82,1990,1986
greenac01,A.C. Green,POWER FORWARD,25,17.8,17.0,82,1989,1986
kleinjo01,Joe Kleine,CENTER,30,13.5,14.8,70,1992,1986
koncajo01,Jon Koncak,CENTER,22,13.0,17.9,82,1986,1986
malonka01,Karl Malone,POWER FORWARD,33,28.9,32.7,82,1997,1986
mcdanxa01,Xavier McDaniel,SMALL FORWARD,23,18.7,25.8,82,1987,1986
mullich01,Chris Mullin,SMALL FORWARD,26,22.7,24.8,78,1990,1986
oaklech01,Charles Oakley,POWER FORWARD,22,16.5,19.2,77,1986,1986
pincked01,Ed Pinckney,POWER FORWARD,25,17.35,17.9,80,1989,1986
portete01,Terry Porter,POINT GUARD,27,21.7,19.6,81,1991,1986
rasmubl01,Blair Rasmussen,CENTER,25,16.0,22.6,79,1988,1986
reynoje01,Jerry Reynolds,SHOOTING GUARD,28,17.8,25.4,80,1991,1986
schrede01,Detlef Schrempf,SMALL FORWARD,32,20.3,21.0,82,1995,1986
smrekmi01,Mike Smrek,POWER FORWARD,26,9.0,14.6,43,1989,1988
thornbo01,Bob Thornton,POWER FORWARD,23,6.9,13.6,71,1986,1986
tisdawa01,Wayman Tisdale,POWER FORWARD,25,18.1,25.1,79,1990,1986
vincesa01,Sam Vincent,POINT GUARD,26,15.4,18.6,63,1990,1986
webbsp01,Spud Webb,POINT GUARD,22,18.5,23.0,79,1986,1986
wennibi01,Bill Wennington,CENTER,30,14.0,19.2,76,1994,1986
wilkige01,Gerald Wilkins,SHOOTING GUARD,23,16.2,25.2,80,1987,1986
addisra01,Rafael Addison,SMALL FORWARD,22,11.9,23.6,62,1987,1987
